,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,datadate,sentiment
2905,2905,2905,2905,20120720,"[0.0, 0.23921428571428602, 0, 0, 0, 0.122666667, 0.0, 0, 0, 0.0, 0.2628, 0, -0.0772, -0.0363, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, -0.0386, 0, 0.051033333333333014, 0.0, 0]"
2906,2906,2906,2906,20120723,"[0.0, 0.107370588235294, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.004966666666666665, 0, 0, 0, -0.10533999999999902, 0, 0, 0, 0, 0, -0.7717, 0, -0.156225, 0.0, 0]"
2907,2907,2907,2907,20120724,"[0.0, 0.0213, 0, 0, 0, 0.0, 0.4404, 0, 0, 0.0, 0.5859, 0, 0.0, -0.10654, 0, 0, 0, -0.140033333333333, 0, 0, 0, 0, 0, 0.05135, 0, -0.3481, 0.0, 0]"
2908,2908,2908,2908,20120725,"[0.0, -0.014222222222221999, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.017863636363636363, 0, 0, 0, 0.1469, 0, 0, 0, 0, 0, 0.0, 0, 0.3674, 0.0, 0]"
2909,2909,2909,2909,20120726,"[0.0, -0.0206, 0, 0, 0, 0.14800000000000002, 0.0, 0, 0, 0.0, -0.0585, 0, 0.0, 0.04059333333333335, 0, 0, 0, -0.188919999999999, 0, 0, 0, 0, 0, -0.2739333333333333, 0, 0.11356, 0.20303333333333334, 0]"
2910,2910,2910,2910,20120727,"[0.0, 0.150814285714286, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.7845, 0.06992000000000001, 0, 0, 0, 0.025675, 0, 0, 0, 0, 0, 0.0, 0, -0.2023, -0.30255, 0]"
2911,2911,2911,2911,20120730,"[0.0, 0.1685, 0, 0, 0, 0.17222, 0.29675, 0, 0, 0.0, 0.07655, 0, 0.0, 0.025690000000000008, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0.3902, 0.0, 0]"
2912,2912,2912,2912,20120731,"[0.0, 0.0001625, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, -0.022932000000000004, 0, 0, 0, 0.127483333333333, 0, 0, 0, 0, 0, -0.5574, 0, 0.0, -0.3182, 0]"
2913,2913,2913,2913,20120801,"[0.0, 0.021563636363636004, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.026273333333333333, 0, 0, 0, -0.117642857142857, 0, 0, 0, 0, 0, -0.04879999999999998, 0, -0.0202, 0.0, 0]"
2914,2914,2914,2914,20120802,"[0.0, -0.03211, 0, 0, 0, 0.14800000000000002, 0.0, 0, 0, 0.0, 0.10115, 0, 0.0, 0.06721153846153848, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0172, 0, 0.1101, 0.09106666666666667, 0]"
2915,2915,2915,2915,20120803,"[0.0, 0.036422222222222, 0, 0, 0, 0.0, -0.8591, 0, 0, 0.0, 0.0, 0, 0.0, -0.10218823529411764, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0]"
2916,2916,2916,2916,20120806,"[0.0, 0.15585, 0, 0, 0, 0.128, 0.4215, 0, 0, 0.0, 0.0, 0, 0.38075, 0.015461538461538474, 0, 0, 0, 0.17556666666666598, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0]"
2917,2917,2917,2917,20120807,"[0.0, -0.0289, 0, 0, 0, 0.31445, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.029446666666666663, 0, 0, 0, -0.292825, 0, 0, 0, 0, 0, 0.05135, 0, -0.1405, -0.6249, 0]"
2918,2918,2918,2918,20120808,"[0.0, -0.02029, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.5256, 0, 0.0, -0.11577142857142855, 0, 0, 0, -0.05, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0]"
2919,2919,2919,2919,20120809,"[0.0, 0.05464, 0, 0, 0, 0.017159999999999998, 0.0, 0, 0, 0.0, -0.09006666666666667, 0, 0.0, 0.12895714285714285, 0, 0, 0, 0.16419999999999899, 0, 0, 0, 0, 0, 0.5719, 0, 0.0, 0.0286, 0]"
2920,2920,2920,2920,20120810,"[0.0, -0.0362, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.04834666666666667, 0, 0, 0, 0.0469857142857142, 0, 0, 0, 0, 0, 0.0, 0, 0.140883333333333, 0.0, 0]"
2921,2921,2921,2921,20120813,"[0.0, 0.07145, 0, 0, 0, 0.258, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.06312222222222222, 0, 0, 0, 0.07955, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0]"
2922,2922,2922,2922,20120814,"[0.0, -0.05849, 0, 0, 0, -0.4037, 0.7845, 0, 0, 0.0, 0.0, 0, 0.328933333, 0.025178571428571432, 0, 0, 0, 0.30915, 0, 0, 0, 0, 0, 0.1366, 0, 0.14792, 0.10115, 0]"
2923,2923,2923,2923,20120815,"[0.6597, 0.0463, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, -0.036825, 0, 0, 0, 0.0292833333333333, 0, 0, 0, 0, 0, -0.20095, 0, -0.09545, 0.0, 0]"
2924,2924,2924,2924,20120816,"[0.0, 0.139114285714286, 0, 0, 0, 0.0, -0.5719, 0, 0, 0.0, -0.28595, 0, 0.0, 0.16525555555555554, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.08895, 0, 0.0, 0.1779, 0]"
2925,2925,2925,2925,20120817,"[0.0, 0.085622222222222, 0, 0, 0, 0.16463333300000002, 0.0, 0, 0, 0.0, 0.4939, 0, 0.0, 0.052464705882352934, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, -0.1806, 0.0, 0]"
2926,2926,2926,2926,20120820,"[0.3612, 0.1396125, 0, 0, 0, 0.0593, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, -0.0015500000000000028, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.20095, 0, 0.07816666666666701, -0.29600000000000004, 0]"
2927,2927,2927,2927,20120821,"[0.0, 0.000891666666667, 0, 0, 0, 0.009633333000000001, 0.5859, 0, 0, 0.0, 0.0, 0, 0.0, -0.04269130434782609, 0, 0, 0, 0.13957999999999998, 0, 0, 0, 0, 0, 0.0, 0, 0.1850875, 0.0, 0]"
2928,2928,2928,2928,20120822,"[0.0, 0.00075, 0, 0, 0, -0.20095, 0.0, 0, 0, 0.0, -0.24695, 0, 0.0, 0.018792307692307688, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, -0.4939, 0, 0.2502, 0.0, 0]"
2929,2929,2929,2929,20120823,"[0.4019, 0.042561538461539, 0, 0, 0, 0.4404, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.11259999999999998, 0, 0, 0, -0.13616, 0, 0, 0, 0, 0, 0.1661, 0, 0.0, 0.0, 0]"
2930,2930,2930,2930,20120824,"[0.3818, 0.152277777777778, 0, 0, 0, -0.29295, 0.0, 0, 0, 0.0, 0.0, 0, 0.6124, 0.08892666666666668, 0, 0, 0, 0.07302, 0, 0, 0, 0, 0, 0.14800000000000002, 0, -0.0853, 0.0, 0]"
2931,2931,2931,2931,20120827,"[0.0, -0.12072999999999999, 0, 0, 0, -0.051033333, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.03963571428571428, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, -0.11150000000000003, 0, -0.14800000000000002, 0.0258, 0]"
2932,2932,2932,2932,20120828,"[0.0, -0.05393333333333301, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, -0.5574, 0, 0.28595, 0.046566666666666666, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, -0.2787, 0, 0.23835, 0.5574, 0]"
2933,2933,2933,2933,20120829,"[0.0, 0.1579, 0, 0, 0, 0.15415, 0.0, 0, 0, 0.0, -0.1405, 0, 0.26025, 0.1485, 0, 0, 0, 0.0343375, 0, 0, 0, 0, 0, 0.062175000000000015, 0, 0.0, 0.3291, 0]"
2934,2934,2934,2934,20120830,"[0.5719, 0.174125, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, -0.5106, 0, 0.0, 0.0366375, 0, 0, 0, 0.0530333333333333, 0, 0, 0, 0, 0, 0.4019, 0, 0.152933333333333, 0.7269, 0]"
2935,2935,2935,2935,20120831,"[0.0, 0.16041, 0, 0, 0, -0.14800000000000002, 0.0, 0, 0, 0.0, 0.11026666666666668, 0, 0.0, 0.028122222222222226, 0, 0, 0, -0.112071428571428, 0, 0, 0, 0, 0, 0.100475, 0, 0.0, 0.0, 0]"
2936,2936,2936,2936,20120904,"[0.0, 0.100216666666667, 0, 0, 0, -0.20095, -0.4019, 0, 0, 0.0, 0.0, 0, 0.0, 0.03491538461538462, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.2787, 0, -0.052966666666667, 0.0, 0]"
2937,2937,2937,2937,20120905,"[0.0, 0.16468181818181798, 0, 0, 0, 0.252633333, -0.5994, 0, 0, 0.0, 0.0, 0, 0.0, 0.0038705882352941157, 0, 0, 0, 0.258314285714285, 0, 0, 0, 0, 0, 0.0, 0, 0.3426, 0.0, 0]"
2938,2938,2938,2938,20120906,"[0.0, -0.07297272727272701, 0, 0, 0, 0.0, 0.2732, 0, 0, 0.0, 0.2732, 0, 0.4523, 0.037241176470588236, 0, 0, 0, 0.0160875, 0, 0, 0, 0, 0, -0.13236666666666666, 0, 0.125, 0.0, 0]"
2939,2939,2939,2939,20120907,"[0.0, 0.151072727272727, 0, 0, 0, 0.22382, 0.0, 0, 0, 0.0, 0.0, 0, 0.21075, 0.09203, 0, 0, 0, 0.0396833333333333, 0, 0, 0, 0, 0, 0.0, 0, 0.1779, 0.0, 0]"
2940,2940,2940,2940,20120910,"[0.0, 0.020376923076923, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.1329315789473684, 0, 0, 0, -0.10533999999999902, 0, 0, 0, 0, 0, 0.0, 0, -0.02988, 0.0, 0]"
2941,2941,2941,2941,20120911,"[0.0, -0.07042727272727299, 0, 0, 0, 0.0, 0.3825, 0, 0, 0.0, 0.25, 0, 0.2622, 0.0022117647058823454, 0, 0, 0, -0.0143428571428571, 0, 0, 0, 0, 0, 0.0, 0, 0.0593, 0.0, 0]"
2942,2942,2942,2942,20120912,"[0.6369, 0.1982, 0, 0, 0, 0.0, 0.20610000000000006, 0, 0, 0.0, 0.2202, 0, 0.08895, -0.10670714285714286, 0, 0, 0, 0.1147, 0, 0, 0, 0, 0, 0.0, 0, -0.1039, 0.0, 0]"
2943,2943,2943,2943,20120913,"[0.0, 0.135457142857143, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.4404, 0, 0.0, 0.07259523809523809, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.4404, 0, 0.068925, 0.0, 0]"
2944,2944,2944,2944,20120914,"[0.0, 0.114814285714286, 0, 0, 0, -0.09106666699999999, -0.2732, 0, 0, 0.0, 0.34, 0, 0.0, -0.009076470588235295, 0, 0, 0, 0.1175, 0, 0, 0, 0, 0, -0.07306666666666665, 0, 0.0, -0.14800000000000002, 0]"
2945,2945,2945,2945,20120917,"[0.0, 0.1841125, 0, 0, 0, 0.0, 0.05135, 0, 0, 0.0, 0.0, 0, 0.1027, 0.12868461538461534, 0, 0, 0, 0.084175, 0, 0, 0, 0, 0, 0.0, 0, 0.151716666666667, 0.25, 0]"
2946,2946,2946,2946,20120918,"[0.1655, 0.015353333333333, 0, 0, 0, 0.8126, -0.32985, 0, 0, 0.0, 0.0, 0, 0.6597, -0.012231578947368423, 0, 0, 0, 0.0036857142857142796, 0, 0, 0, 0, 0, -0.08032500000000001, 0, 0.103371428571429, -0.040399999999999985, 0]"
2947,2947,2947,2947,20120919,"[-0.11315, -0.08562857142857201, 0, 0, 0, 0.50245, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.21772222222222226, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, -0.14800000000000002, 0.0, 0]"
2948,2948,2948,2948,20120920,"[0.0, 0.01027, 0, 0, 0, -0.0686, 0.27115, 0, 0, 0.0, 0.2023, 0, 0.0, 0.06065882352941177, 0, 0, 0, 0.0947444444444444, 0, 0, 0, 0, 0, 0.14800000000000002, 0, 0.05365, -0.3141, 0]"
2949,2949,2949,2949,20120921,"[0.50395, 0.129776923076923, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.151233333, 0.14761538461538462, 0, 0, 0, -0.11327999999999999, 0, 0, 0, 0, 0, 0.0, 0, -0.09362, 0.1779, 0]"
2950,2950,2950,2950,20120924,"[0.0, 0.2772, 0, 0, 0, 0.42545, 0.2023, 0, 0, 0.0, 0.2023, 0, 0.0, 0.032275, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.5267, 0, 0.1909, 0.0, 0]"
2951,2951,2951,2951,20120925,"[-0.042933333333333365, 0.053038461538462006, 0, 0, 0, -0.04265, -0.2199, 0, 0, 0.0, 0.3612, 0, 0.34, 0.1047888888888889, 0, 0, 0, -0.0172875, 0, 0, 0, 0, 0, 0.09866666666666668, 0, 0.144866666666667, 0.10405, 0]"
2952,2952,2952,2952,20120926,"[0.0, 0.02213, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.6249, 0, 0.0, 0.19764375, 0, 0, 0, 0.009799999999999991, 0, 0, 0, 0, 0, 0.0, 0, 0.31245, 0.0, 0]"
2953,2953,2953,2953,20120927,"[0.4513, 0.0022857142857139997, 0, 0, 0, 0.0386, -0.2625666666666667, 0, 0, 0.0, 0.0, 0, 0.0129, 0.07481052631578948, 0, 0, 0, 0.135716666666666, 0, 0, 0, 0, 0, 0.0129, 0, 0.0, 0.34, 0]"
2954,2954,2954,2954,20120928,"[0.0, 0.025071428571429, 0, 0, 0, 0.032, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, -0.05452142857142856, 0, 0, 0, 0.0487, 0, 0, 0, 0, 0, 0.2263, 0, -0.28545, 0.0, 0]"
2955,2955,2955,2955,20121001,"[0.0, 0.008192857142856998, 0, 0, 0, -0.19163333300000002, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.099165, 0, 0, 0, 0.07400000000000001, 0, 0, 0, 0, 0, -0.2569666666666666, 0, -0.3698, 0.0772, 0]"
2956,2956,2956,2956,20121002,"[0.0, 0.022528571428572005, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0129, 0, 0.2263, -0.02134090909090909, 0, 0, 0, -0.102871428571428, 0, 0, 0, 0, 0, 0.0, 0, -0.18076666666666694, 0.11315, 0]"
2957,2957,2957,2957,20121003,"[0.3818, 0.06584615384615401, 0, 0, 0, 0.0, 0.1909, 0, 0, 0.0, 0.0, 0, 0.09545, 0.02205217391304347, 0, 0, 0, 0.0899833333333333, 0, 0, 0, 0, 0, 0.18783333333333327, 0, -0.01614, -0.27115, 0]"
2958,2958,2958,2958,20121004,"[0.0, 0.015838461538462002, 0, 0, 0, 0.0258, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, -0.10552999999999997, 0, 0, 0, -0.0986666666666666, 0, 0, 0, 0, 0, 0.0, 0, -0.4019, 0.0, 0]"
2959,2959,2959,2959,20121005,"[0.0, 0.13224, 0, 0, 0, 0.03178, 0.0, 0, 0, 0.0, -0.4588, 0, 0.0, -0.02381333333333332, 0, 0, 0, 0.285257142857142, 0, 0, 0, 0, 0, 0.0, 0, -0.4939, 0.0, 0]"
2960,2960,2960,2960,20121008,"[-0.1458, -0.05315, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, -0.3182, 0, 0.4404, 0.09182307692307692, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, -0.1591, 0, 0.0, 0.0, 0]"
2961,2961,2961,2961,20121009,"[0.0, 0.0045583333333330004, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.07196666666666666, 0, 0, 0, -0.0272749999999999, 0, 0, 0, 0, 0, -0.1204, 0, 0.22201666666666695, 0.7506, 0]"
2962,2962,2962,2962,20121010,"[0.4588, 0.1628, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.14800000000000002, 0, 0.0, 0.024804347826086957, 0, 0, 0, -0.0481166666666666, 0, 0, 0, 0, 0, -0.5574, 0, 0.19486, 0.0, 0]"
2963,2963,2963,2963,20121011,"[0.0, 0.187428571428571, 0, 0, 0, -0.4939, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.0621, 0, 0, 0, 0.0734, 0, 0, 0, 0, 0, -0.006700000000000002, 0, 0.24936, 0.3818, 0]"
2964,2964,2964,2964,20121012,"[0.0, -0.11752727272727301, 0, 0, 0, 0.17894000000000002, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, -0.20293636363636364, 0, 0, 0, 0.0516, 0, 0, 0, 0, 0, 0.0, 0, 0.5994, 0.0, 0]"
2965,2965,2965,2965,20121015,"[0.2787, 0.086, 0, 0, 0, 0.078883333, 0.3612, 0, 0, 0.0, 0.3612, 0, 0.0772, 0.03536315789473685, 0, 0, 0, -0.11988, 0, 0, 0, 0, 0, 0.14800000000000002, 0, 0.0, 0.0, 0]"
2966,2966,2966,2966,20121016,"[0.0, -0.0032, 0, 0, 0, 0.127266667, 0.0, 0, 0, 0.0, 0.0, 0, -0.2263, -0.003928571428571428, 0, 0, 0, -0.0702499999999999, 0, 0, 0, 0, 0, -0.4404, 0, 0.139333333333333, 0.0, 0]"
2967,2967,2967,2967,20121017,"[0.0, 0.12683, 0, 0, 0, -0.0334, 0.0, 0, 0, 0.0, 0.05135, 0, 0.340133333, -0.010695652173913044, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, -0.1779, 0, 0.0, 0.0, 0]"
2968,2968,2968,2968,20121018,"[0.0, 0.0198, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.050942105263157914, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0.2557, 0.0, 0]"
2969,2969,2969,2969,20121019,"[0.0, -0.01395, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.26335, 0.024105882352941182, 0, 0, 0, -0.0128375, 0, 0, 0, 0, 0, 0.4847, 0, -0.36005, 0.0, 0]"
2970,2970,2970,2970,20121022,"[0.0, 0.18317999999999998, 0, 0, 0, 0.108333333, 0.2023, 0, 0, 0.0, 0.4646, 0, -0.187525, 0.0657391304347826, 0, 0, 0, -0.00886249999999999, 0, 0, 0, 0, 0, 0.34240000000000004, 0, 0.33525, 0.4125, 0]"
2971,2971,2971,2971,20121023,"[0.0, 0.0278625, 0, 0, 0, 0.4019, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, -0.016906666666666667, 0, 0, 0, 0.10533999999999902, 0, 0, 0, 0, 0, 0.0, 0, -0.1689, 0.0, 0]"
2972,2972,2972,2972,20121024,"[0.0, 0.0670375, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.06697916666666666, 0, 0, 0, -0.053, 0, 0, 0, 0, 0, -0.4215, 0, 0.0592, 0.0, 0]"
2973,2973,2973,2973,20121025,"[0.3182, -0.06978999999999999, 0, 0, 0, 0.5994, 0.0, 0, 0, 0.0, 0.4404, 0, 0.0, -0.034073684210526325, 0, 0, 0, 0.09877999999999999, 0, 0, 0, 0, 0, 0.0, 0, 0.6369, 0.0, 0]"
2974,2974,2974,2974,20121026,"[0.0, 0.074075, 0, 0, 0, 0.13176, -0.5423, 0, 0, 0.0, 0.21899999999999997, 0, 0.0, -0.05785833333333334, 0, 0, 0, -0.0384333333333333, 0, 0, 0, 0, 0, 0.058874999999999976, 0, 0.1975, 0.0, 0]"
2975,2975,2975,2975,20121031,"[0.0, 0.0583375, 0, 0, 0, 0.0172, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.04924615384615386, 0, 0, 0, 0.0155999999999999, 0, 0, 0, 0, 0, 0.0, 0, 0.14800000000000002, 0.0, 0]"
2976,2976,2976,2976,20121101,"[0.0, -0.1073875, 0, 0, 0, 0.0, 0.4196, 0, 0, 0.0, 0.6369, 0, 0.0, -0.04573846153846154, 0, 0, 0, 0.06364, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0]"
2977,2977,2977,2977,20121102,"[0.0, 0.051266666666666995, 0, 0, 0, -0.24695, 0.0, 0, 0, 0.0, -0.3818, 0, 0.0, 0.07799333333333333, 0, 0, 0, -0.23835, 0, 0, 0, 0, 0, 0.4404, 0, 0.0, 0.0, 0]"
2978,2978,2978,2978,20121105,"[0.0, 0.09697, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, -0.02613846153846153, 0, 0, 0, 0.2004, 0, 0, 0, 0, 0, -0.2933000000000001, 0, 0.144957142857143, -0.26995, 0]"
2979,2979,2979,2979,20121106,"[0.0, -0.147833333333333, 0, 0, 0, 0.0, 0.5423, 0, 0, 0.0, 0.24006666666666665, 0, 0.0, 0.2065142857142857, 0, 0, 0, 0.00247777777777778, 0, 0, 0, 0, 0, -0.2023, 0, 0.0, 0.0, 0]"
2980,2980,2980,2980,20121107,"[0.0, 0.09807272727272699, 0, 0, 0, -0.10845999999999999, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.1105625, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0]"
2981,2981,2981,2981,20121108,"[0.0, 0.05105384615384599, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.1909, 0.032186956521739134, 0, 0, 0, -0.11333333333333301, 0, 0, 0, 0, 0, 0.3818, 0, 0.07955, 0.043933333333333324, 0]"
2982,2982,2982,2982,20121109,"[0.0, 0.11409090909090899, 0, 0, 0, -0.21075, 0.3182, 0, 0, 0.0, -0.08456666666666666, 0, 0.0, 0.07832500000000002, 0, 0, 0, -0.25723333333333304, 0, 0, 0, 0, 0, 0.20095, 0, 0.0, 0.0, 0]"
2983,2983,2983,2983,20121112,"[0.0, -0.010621428571429002, 0, 0, 0, -0.105375, 0.44, 0, 0, 0.0, 0.30595, 0, -0.4019, -0.048105555555555575, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, -0.1405, 0]"
2984,2984,2984,2984,20121113,"[0.0, 0.10350833333333301, 0, 0, 0, 0.0, 0.6369, 0, 0, 0.0, 0.6369, 0, 0.31845, -0.12972727272727272, 0, 0, 0, -0.21989999999999899, 0, 0, 0, 0, 0, 0.1489666666666667, 0, 0.0, 0.4404, 0]"
2985,2985,2985,2985,20121114,"[0.0, 0.11688, 0, 0, 0, 0.5267, 0.0, 0, 0, 0.0, 0.0, 0, -0.6486, 0.1383105263157895, 0, 0, 0, 0.2202, 0, 0, 0, 0, 0, 0.0, 0, 0.34, 0.5267, 0]"
2986,2986,2986,2986,20121115,"[0.2553, 0.033063636363636004, 0, 0, 0, 0.2997, 0.0, 0, 0, 0.0, 0.0, 0, 0.1405, 0.06815217391304347, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.4588, 0, 0.08895, 0.31245, 0]"
2987,2987,2987,2987,20121116,"[0.0, 0.026416666666667005, 0, 0, 0, 0.076466667, 0.0, 0, 0, 0.0, 0.0, 0, 0.19063333300000002, -0.007468749999999989, 0, 0, 0, 0.075375, 0, 0, 0, 0, 0, 0.25020000000000003, 0, 0.3692, 0.0, 0]"
2988,2988,2988,2988,20121119,"[0.0, 0.09314, 0, 0, 0, 0.34, 0.0, 0, 0, 0.0, 0.21593333333333334, 0, 0.1909, 0.1697153846153846, 0, 0, 0, 0.17556666666666598, 0, 0, 0, 0, 0, 0.006533333333333336, 0, -0.1958, 0.0, 0]"
2989,2989,2989,2989,20121120,"[0.0, -0.12652857142857102, 0, 0, 0, -0.6369, 0.0, 0, 0, 0.0, 0.0, 0, -0.25, 0.0006789473684210537, 0, 0, 0, -0.0704333333333333, 0, 0, 0, 0, 0, 0.3661999999999999, 0, 0.2202, 0.0, 0]"
2990,2990,2990,2990,20121121,"[0.0, -0.0694875, 0, 0, 0, 0.0134, 0.0, 0, 0, 0.0, 0.0, 0, 0.25, 0.13359999999999994, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.27115, 0, 0.0, 0.0, 0]"
2991,2991,2991,2991,20121123,"[0.0, -0.07400000000000001, 0, 0, 0, 0.00645, 0.0, 0, 0, 0.0, 0.0, 0, 0.125, 0.14859999999999998, 0, 0, 0, -0.0994888888888888, 0, 0, 0, 0, 0, 0.0, 0, -0.6249, 0.08333333333333333, 0]"
2992,2992,2992,2992,20121126,"[0.01886666666666666, -0.10965, 0, 0, 0, -0.19052, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.026357142857142864, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0.0683, 0.0, 0]"
2993,2993,2993,2993,20121127,"[0.0, 0.010173333333333, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, -0.34, 0.12776666666666667, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.015474999999999987, 0, -0.06758333333333301, 0.0, 0]"
2994,2994,2994,2994,20121128,"[0.0, -0.054542857142857004, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.10515357142857144, 0, 0, 0, 0.20185, 0, 0, 0, 0, 0, 0.07955, 0, 0.061533333333333, 0.0, 0]"
2995,2995,2995,2995,20121129,"[0.4404, 0.116475, 0, 0, 0, 0.17, 0.0, 0, 0, 0.0, 0.0, 0, 0.24695, -0.01878214285714286, 0, 0, 0, 0.0837, 0, 0, 0, 0, 0, 0.34, 0, -0.2553, 0.0, 0]"
2996,2996,2996,2996,20121130,"[0.5574, 0.3177125, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.1909, 0, 0.31245, 0.1361521739130435, 0, 0, 0, 0.09877999999999999, 0, 0, 0, 0, 0, 0.4063, 0, 0.123475, 0.0, 0]"
2997,2997,2997,2997,20121203,"[0.8658, -0.013233333333333, 0, 0, 0, 0.241775, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.01479, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0.076575, 0.0, 0]"
2998,2998,2998,2998,20121204,"[0.0, 0.074035294117647, 0, 0, 0, 0.0, 0.3818, 0, 0, 0.0, 0.31845, 0, 0.0, 0.09349230769230768, 0, 0, 0, 0.21555, 0, 0, 0, 0, 0, 0.0, 0, 0.336125, 0.0, 0]"
2999,2999,2999,2999,20121205,"[0.0, 0.123005263157895, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.5859, 0.11608666666666664, 0, 0, 0, -0.0149285714285714, 0, 0, 0, 0, 0, 0.31845, 0, 0.40955, 0.0, 0]"
3000,3000,3000,3000,20121206,"[0.1779, 0.149325, 0, 0, 0, 0.1909, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.033994444444444445, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0.138925, 0.5106, 0]"
3001,3001,3001,3001,20121207,"[0.0, 0.0128, 0, 0, 0, -0.0967, 0.0, 0, 0, 0.0, 0.0, 0, 0.2123, 0.024199999999999985, 0, 0, 0, 0.30885999999999997, 0, 0, 0, 0, 0, 0.0, 0, 0.26335, 0.0, 0]"
